Date,Source,Title,URL,Content
3/11/2025,BBC,"Illegal working in UK was unbearable, migrant says",https://www.bbc.com/news/articles/cwyez0y6kvlo,"An Albanian national who travelled to the UK illegally has told the BBC how his life became ""unbearable"" after he ended up working on a cannabis farm. Gzim, who wished to remain anonymous, was one of more than 12,600 Albanians who made the trip to the UK by small boat in 2022 - the peak year for English Channel migrant crossings. Last year the number of Albanians that made the dangerous journey dropped to just 616 people, following a campaign by the UK and Albanian governments. Gzim says he is s"
3/11/2025,BBC,Summer is early - and India's economy is not ready for it,https://www.bbc.com/news/articles/czrnyde158po,"A shorter winter has literally left Nitin Goel out in the cold. For 50 years, his family's clothing business in India's northwestern textile city of Ludhiana has made jackets, sweaters and sweatshirts. But with the early onset of summer this year, the company is staring at a washout season and having to shift gears.   ""We've had to start making t-shirts instead of sweaters as the winter is getting shorter with each passing year. Our sales have halved in the last five years and are down a further"
3/11/2025,BBC,Destinations,https://www.bbc.com/travel/destinations/australia-and-pacific,"As of 1 December, Fiji instituted a quarantine-free travel policy to welcome vaccinated travellers from countries across the globe. The Pacific nation's audacious bid to become the world's first dark sky nation might provide a blueprint for the rest of the world. As of 1 December, Fiji instituted a quarantine-free travel policy to welcome vaccinated travellers from countries across the globe. The Pacific nation's audacious bid to become the world's first dark sky nation might provide a blueprint"
3/11/2025,BBC,NewsNews,https://www.bbc.com/news/us-canada,"The global sell-off eases in Europe after US shares are hit by President Trump saying the economy is in ""transition"". Moscow was hit by the biggest drone attack of the war, according to the capital's mayor, hours before crunch US-Ukraine peace talks in Saudi Arabia. The actor may not have known his wife was dead inside the home he was living in because of the disease. The US president blames ""radical left lunatics"" but analysts point to Tesla sales slump. The plane's toilets broke down as they w"
3/11/2025,BBC,US court temporarily blocks effort to deport Gaza protest leader ,https://www.bbc.com/news/articles/c4gdwy1gjjjo,"A federal judge has temporarily blocked the Trump administration's attempt to deport Palestinian activist Mahmoud Khalil, who was arrested over the weekend by immigration agents. Mr Khalil, a Columbia University graduate and permanent US resident, played a key role in last year's Gaza war protests at the Ivy League campus in New York City.  The arrest is part of President Donald Trump's pledge to crackdown on pro-Palestinian protesters on college campuses, in what he called ""the first arrest of "
3/11/2025,BBC,Sustainable Business,https://www.bbc.com/future-planet/sustainable-business,"Major oil spills can be catastrophic for seabirds and marine life. Nearly 15 years on from the biggest marine spill in history, are we any better at cleaning up oil at sea? Research suggests that a new type of immersive storytelling about nature told through virtual reality (VR) can both build empathy and inspire us to act. Scientists and industry are finding unusual new uses for brewers' spent grain ?�? the beer industry's largest waste product. Buses from across the UK were reallocated to cover "
3/11/2025,BBC,Contact Us,https://www.bbc.com/advertisingcontact,"
        Ad Sales Contacts in the Americas
       
            Tim Wastney
            212.339.1775
Tim.Wastney@bbc.com
 
            Jacqueline Greichen
            303.912.1668
Jacqueline.Greichen@bbc.com
 
            Ahang Ghorban
            925.708.2240
Ahang.Ghorban@bbc.com
 
            Christina Galonska
            416.204.0513
Christina.Galonska@bbc.com
 
        Ad Sales Contacts in the Middle East, North Africa and Mediterranean
       
            Ali Taher
Ali.Taher@bbc.com
 
    "
3/11/2025,BBC,From chatbots to intelligent toys: How AI is booming in China,https://www.bbc.com/news/articles/ckg8jqj393eo,"Head in hands, eight-year-old Timmy muttered to himself as he tried to beat a robot powered by artificial intelligence at a game of chess. But this was not an AI showroom or laboratory ?�? this robot was living on a coffee table in a Beijing apartment, along with Timmy. The first night it came home, Timmy hugged his little robot friend before heading to bed. He doesn't have a name for it ?�? yet. ""It's like a little teacher or a little friend,"" the boy said, as he showed his mum the next move he was"
3/11/2025,BBC,No Title,https://www.bbc.com/newsletters, Newsletters from the BBC
3/11/2025,BBC,Learn more about what we do,https://www.bbc.co.uk/aboutthebbc," Everything you need to know about the workings of the BBC We?�?re impartial and independent, and every day we create distinctive, world-class programmes and content which inform, educate and entertain millions of people in the UK and around the world. We do this across: Established by a??Royal Charter, the BBC is principally funded through the??licence fee??paid by UK households. Our role is to??fulfil our mission and promote our Public Purposes. Our commercial operations??including BBC Studios,??the B"
3/11/2025,BBC,Business,https://www.bbc.com/business,"The global sell-off eases in Europe after US shares are hit by President Trump saying the economy is in ""transition"". The US president blames ""radical left lunatics"" but analysts point to Tesla sales slump. Gain the leading edge with global insights for the boardroom and beyond, in your inbox every Wednesday. China plans to invest more than a trillion dollars as it races against the US to rule advanced tech. Manchester United announce plans to build the biggest stadium in the UK - an ""iconic"" ne"
3/11/2025,BBC,Cargo ship still on fire after collision as owners say no sodium cyanide on board,https://www.bbc.com/news/live/cgq1pwjlqq2t,"A cargo ship is still alight after colliding with an oil tanker in the North Sea on Monday, its owners say We're now getting images of the smouldering vessel - press Watch Live above The owners of the Solong say it was not carrying sodium cyanide, as previously reported, but had four empty containers that had once held the toxic chemical The Portuguese-flagged Solong and the US-registered Stena Immaculate tanker caught fire after colliding off the coast of East Yorkshire One crew member of the S"
3/11/2025,BBC,Black Lives Matter Plaza demolished in Washington DC,https://www.bbc.com/news/videos/c62zl8r1jd1o,"Construction workers started to dismantle the Black Lives Matter Plaza near the White House on Monday following threats by Republicans to cut transportation funding if the plaza was not renamed.  ""You can dig up concrete but you cannot erase history,"" said DC resident Dianne Bradley.  Democrat Mayor Muriel Bowser changed the name of the plaza in 2020 to Black Lives Matter Plaza, as a rebuke to President Trump, who had deployed thousands of federal troops to the city to counter people protesting "
3/11/2025,BBC,Why does Trump want Greenland and what do its people think?,https://www.bbc.com/news/articles/c74x4m71pmjo,"Greenland residents head to the polls on Tuesday after Prime Minister Mute Egede called early parliamentary elections. The vote comes after US President Donald Trump restated his desire to take over the island - currently controlled by Denmark - telling Congress that it was bound to become a US territory ""one way or another"". Almost all the political parties taking part in the election back independence from Denmark, but disagree on how quickly it should happen.  Greenland, the world's largest i"
3/11/2025,BBC,"Facebook was 'hand in glove' with China, BBC told",https://www.bbc.com/news/articles/cly820v99ppo,"A former senior Facebook executive has told the BBC how the social media giant worked ""hand in glove"" with the Chinese government on potential ways of allowing Beijing to censor and control content in China. Sarah Wynn-Williams - a former global public policy director - says in return for gaining access to the Chinese market of hundreds of millions of users, Facebook's founder, Mark Zuckerberg, considered agreeing to hiding posts that were going viral, until they could be checked by the Chinese "
3/11/2025,BBC,Destinations,https://www.bbc.com/travel/destinations/north-america,"Stretching 113 miles into the open ocean, this engineering marvel linked the far-flung Florida Keys to the mainland and forever changed Florida. Holidays can be stressful for neurodiverse people, but Mesa, Arizona, is becoming more inclusive so that everyone can enjoy the benefits of travel ?�? not just the neurotypical. Stretching 113 miles into the open ocean, this engineering marvel linked the far-flung Florida Keys to the mainland and forever changed Florida. Holidays can be stressful for neur"
3/11/2025,BBC,NewsNews,https://www.bbc.com/news/world/asia,"Police say at least three people were injured in the attack and it is unclear how many people are being held hostage. Rodrigo Duterte is accused of 'crimes against humanity' in a crackdown that left thousands dead. Rights groups have condemned the sentence, made under a controversial online hate-speech law. Authorities say a ""significant amount of time"" had passed before his body was discovered on Monday. The Thai officer nicknamed Joe Ferrari was serving a life sentence at a Bangkok prison. Rod"
3/11/2025,BBC,BBC Accessibility Help,https://www.bbc.co.uk/accessibility/, All audiences are important to the BBC. This page provides links to resources and documents to help users access the BBC's content and to find out about the BBC approach to the development of rich accessible products and services.
3/11/2025,BBC,Contact??BBC.com??& BBC App Support,https://www.bbc.com/contact-bbc-com-help,"BBC Studios Distribution Limited - Feedback Process BBC Studios Distribution Limited (BBC.com) welcomes your feedback on any accessibility barriers that you may have encountered in dealing with the BBC.com service. The person at BBC.com responsible for receiving feedback is the Principal Service Manager of BBC.com. Feedback can be general or specific, but providing more details such as the date, the name of the webpage, application or activity involved, may make it easier for us to understand yo"
3/11/2025,BBC,How can I change my BBC cookie settings?,https://www.bbc.com/usingthebbc/cookies/how-can-i-change-my-bbc-cookie-settings/, Some essential features on BBC sites just won?�?t work without cookies. And having other cookies switched off can seriously affect the way you?�?ll be able to enjoy our services. Please check your cookie settings below and??turn on??any cookies you?�?re happy with. ?�?Strictly necessary?�? cookies are on by default but can be turned off in your browser settings. Functional and Performance cookies can be turned on or off below and your preferences are??automatically saved. You can??learn more about cookies an
3/11/2025,BBC,BBC Sport,https://www.bbc.com/sport,"Champions League build-up: Liverpool host PSG plus Arteta and Emery news conferences Build-up and latest news before the Champions League last-16 second-legs as Liverpool host Paris Saint-Germain with a 1-0 aggregate lead, plus Arsenal and Aston Villa news conferences. Man Utd plan to build 'iconic' ??2bn 100,000-capacity stadium Aus-Eng 150th anniversary Test will be day-night match From almost quitting football to Ballon d'Or hope - Raphinha's rebirth Liverpool need best display of season to be"
3/11/2025,BBC,Music,https://www.bbc.com/culture/music,"The enigmatic musician has released one of the most raved-about LPs of recent times. But they've done it without marketing or interviews ?�? and you certainly won't find it on Spotify. Becoming Led Zeppelin is a new authorised documentary that charts the rise of a band, who despite achieving legendary status, remain difficult to categorise. We explore the rapper's journey from the streets of Compton to pop culture ubiquity. Anyone confused about Beyonc??'s foray into the country genre has only to v"
3/11/2025,BBC,NewsNews,https://www.bbc.com/news/world/africa,"An explosives-laden vehicle exploded before gunmen entered the hotel, witnesses say.  The deployment comes as tensions rise between South Sudan's president and his deputy. Juma Bah used to collect firewood for his father's bakery in Sierra Leone, but the teenager is now on the books of Manchester City after a meteoric rise. Police fire tear gas to stop protesters occupying a church which had accepted William Ruto's donation. The M23 rebel group has seized large parts of the mineral-rich eastern "
3/11/2025,BBC,NewsNews,https://www.bbc.com/news/world/asia/india,"A war of words has erupted over a policy that deals with what languages children are taught in schools. The plane's toilets broke down as they were clogged by plastic bags and clothes, ""causing discomfort to all"". Across India anxiety is growing about the early onset of summer and its impact on the economy. The Champions Trophy had its moments but familiar issues leave apathy as the biggest threat to international cricket's future, writes BBC Sport's Matthew Henry. Indian deportee tells BBC abou"
3/11/2025,BBC,Weather & Science,https://www.bbc.com/future-planet/weather-science,"Queensland's iconic Surfers Paradise beach looks strikingly different after the storm eroded the sand.
 Across India anxiety is growing about the early onset of summer and its impact on the economy. David Harrop from Warwickshire says a beautiful beach near Brisbane was just ripped up. Residents are warned power may not return for days as further heavy rainfall is forecast. Antarctica's Circumpolar Current has a profound influence on the climate, food systems and Antarctic ecosystems. Being too "
3/11/2025,BBC,Culture & Experiences,https://www.bbc.com/travel/cultural-experiences,"English recently became the US's official language. But on a tiny island, residents still speak the country's most English version of English, and many Americans don't understand it. From Manchester to Reykjav??k, innovative tours are highlighting forgotten stories and re-incorporating female legacies into the popular tourist narrative. After being sealed off from the outside world for decades and experiencing a mass exodus, Albania is leaning into its culinary roots with the help of grandma chef"
3/11/2025,BBC,Keeping your info safe and sound,https://www.bbc.com/usingthebbc/privacy/," We take your privacy very seriously. And so should you. So have a look around to see what we?�?re doing with your personal information and how we?�?re keeping it secure. Read our privacy promise. The page will automatically reload. You may need to reload again if the build takes longer than expected.
             Hides preview environment warning banner on preview pages. Select a theme and theme mode and click ""Load theme"" to load in your theme combination."
3/11/2025,BBC,AI v the Mind,https://www.bbc.com/innovation/ai-v-the-mind,Inkblot tests play with the human imagination and our mind's ability to impart meaning onto the world around us ?�? but what does AI see in them? Our hands perform thousands of complex tasks every day ?�? can artificial intelligence help robots match these extraordinary human appendages? The brain often blurs the senses ?�? a fact that marketers often use in the design of food packaging. And AIs appear to do the same. Artificial intelligence-powered speech synthesisers can now hold eerily realistic sp
3/11/2025,BBC,Science & Health,https://www.bbc.com/innovation/science,"Patients given drugs for movement disorders like restless leg syndrome say their behaviour changed entirely. The actor may not have known his wife was dead inside the home he was living in because of the disease. Coffee was once believed to be bad for our health, but research suggests it can actually benefit us. Cause is usually followed by effect, but in the quantum world, time's sequencing is not so straightforward. There's a secret side of YouTube, just beyond the guiding hand of the algorith"
3/11/2025,BBC,Watch: Tropical storm erodes iconic Australian beach,https://www.bbc.com/news/videos/ce8v6lzrn73o,"Ex-tropical cyclone Alfred caused huge swells and flooding as it hit Australia's east coast over the weekend.  Footage shows beach erosion at the Gold Coast's Surfers Paradise, a car windscreen impaled by a tree and damage to property caused by the storm.  Residents are being warned that heavy rain is set to continue in the region over the coming days. Almost 20,000 people visited Sydney's Botanic Gardens to catch a whiff of a rare plant in bloom. Footage released by police shows the suspect str"
3/11/2025,BBC,NewsNews,https://www.bbc.com/news/world/asia/china,"China plans to invest more than a trillion dollars as it races against the US to rule advanced tech. Social media company considered letting Beijing control content for access to its lucrative market, BBC told.  The BBC's Stephen McDonell breaks down what to look out for as China's leaders meet this week. Beijing's tit-for-tat measures are an opening swing, not a direct punch. BlackRock will buy two ports after Trump's interest in taking back control of the key shipping route. Social media compa"
3/11/2025,BBC,Climate Solutions,https://www.bbc.com/future-planet/solutions,"Research suggests that a new type of immersive storytelling about nature told through virtual reality (VR) can both build empathy and inspire us to act. Scientists and industry are finding unusual new uses for brewers' spent grain ?�? the beer industry's largest waste product. Buses from across the UK were reallocated to cover routes in Scotland while manufacturer repairs are made. The new buses run on the E1, E2 and E6 routes between Wearside and South Shields. Talking about who is responsible fo"
3/11/2025,BBC,NewsNews,https://www.bbc.com/news/war-in-ukraine,"Three people were killed and another 18 were hurt in the strikes, including three children. American and Ukrainian officials meet in Saudi Arabia for ceasefire talks and to revive a critical mineral deal Former national security adviser says the UK needs to be ""willing"" to deploy troops for potentially quite a long period. It may be 'easier dealing with' Moscow than Kyiv, the US president told reporters in the White House. Funds worth ??2.5bn - meant to help Ukrainians - remain frozen in a UK ban"
3/11/2025,BBC,Radio Stations,https://www.bbc.com/audio/stations,News & views from the BBC's international radio station. US and Ukraine hold talks in Saudi Arabia after major drone attack on Russia. Schedule Inquisitive speech radio to make sense of your world. A sensitive issue is raised at Bridge Farm and there?�?s optimism for the dairy Schedule Copyright 2025 BBC. All rights reserved.????The BBC is not responsible for the content of external sites.??Read about our approach to external linking. ??
3/11/2025,BBC,NewsNews,https://www.bbc.com/news/bbcverify,BBC Verify examines how a ship carrying a highly-toxic chemical hit a tanker in the North Sea transporting jet fuel. The BBC's Analysis Editor Ros Atkins takes a look at the situation on the ground in Ukraine. BBC Verify's Nick Eardley takes a look at verified footage and images from a Russian missile attack on a Ukrainian hotel.  BBC Verify has looked into several claims made by Trump during his speech to Congress. The BBC's Analysis Editor Ros Atkins takes a look at the situation on the ground
3/11/2025,BBC,NewsNews,https://www.bbc.com/news/scotland/scotland_politics,"Former council chief executive Carol Beattie is expected to oversee the party's 2026 Holyrood election campaign.  The UK and Scottish governments say the funding package will help boost tourism and support jobs. The project at St Fergus in Aberdeenshire would take greenhouse gas emissions and store them underground. Following her decision to stand down, the SNP MP opens up on her mental health struggles at Westminster ahead of a new BBC documentary. Prosecutors dropped the charge against Invercl"
3/11/2025,BBC,NewsNews,https://www.bbc.com/news/politics,"The Great Yarmouth MP is accused of making ""verbal threats"" against Reform UK's chairman. The measure is part of the Planning and Infrastructure Bill, which has been introduced to Parliament. Mike Amesbury says he ""regrets"" attacking Paul Fellows ""every moment, every day"". Former cabinet minister says it would be ludicrous to suggest he tried to shortcut safety checks in the pandemic. New guidance on sentencing offenders from ethnic monitories and other backgrounds is set to start in April. The "
